bloque,fecha,region,sucursal,mes_num,mes_nombre,n_creditos,capital,pagado,saldo_riesgo,cosecha
B10,2026-05-11,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,2502819.71,219013.97,0.9289474381308265
B10,2026-05-11,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,2343253.15,340747.79,0.8840533178724745
B10,2026-05-11,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,1104011.6,39509.83,0.9765586701780202
B10,2026-05-11,Bajío Occidente,Irapuato,3,Marzo,30,2710213.5499999993,1088454.93,210761.19999999998,0.9222344674647502
B10,2026-05-11,Bajío Occidente,Irapuato,4,Abril,27,2642932.2099999995,412090.0,0.0,1.0000000000000002
B10,2026-05-11,Bajío Occidente,Irapuato,5,Mayo,9,691305.97,7666.0,0.0,1.0
B10,2026-05-11,Bajío Occidente,Irapuato,11,Noviembre,14,1325787.98,1115971.71,210268.13,0.8417422143169528
B10,2026-05-11,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,2602281.23,286132.3,0.9012093364114536
B10,2026-05-11,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,803312.96,59699.67,0.937102227066961
B10,2026-05-11,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,1028127.36,65964.43000000001,0.9621660361735396
B10,2026-05-11,Bajío Occidente,Morelia,3,Marzo,22,1900446.3199999998,674179.0,156948.33,0.9174150154370053
B10,2026-05-11,Bajío Occidente,Morelia,4,Abril,25,2253249.1999999997,381499.37,36788.420000000006,0.9836731685070611
B10,2026-05-11,Bajío Occidente,Morelia,5,Mayo,8,803220.75,0.0,0.0,1.0
B10,2026-05-11,Bajío Occidente,Morelia,11,Noviembre,19,1672392.3099999998,1394331.2399999998,278259.69999999995,0.8337345440197581
B10,2026-05-11,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1417108.56,59798.94,0.959742589105473
B10,2026-05-11,Centro,Pachuca,1,Enero,7,766533.86,582961.04,66782.36,0.9128775472488587
B10,2026-05-11,Centro,Pachuca,2,Febrero,8,686602.35,429683.0,0.0,1.0
B10,2026-05-11,Centro,Pachuca,3,Marzo,12,913077.9600000002,424067.0,53846.07,0.941027959978357
B10,2026-05-11,Centro,Pachuca,4,Abril,13,1027653.4900000001,208631.0,0.0,1.0
B10,2026-05-11,Centro,Pachuca,5,Mayo,2,196388.25999999998,0.0,0.0,1.0
B10,2026-05-11,Centro,Pachuca,11,Noviembre,5,375018.66000000003,283437.4,91588.5,0.7557954582846624
B10,2026-05-11,Centro,Pachuca,12,Diciembre,5,415770.56,346357.91000000003,69421.0,0.83305058924807
B10,2026-05-11,Centro,San Juan del Río,1,Enero,10,965642.3300000001,760155.73,24890.01,0.9742733523291175
B10,2026-05-11,Centro,San Juan del Río,2,Febrero,13,1131927.79,665390.0,199128.56,0.824080156208551
B10,2026-05-11,Centro,San Juan del Río,3,Marzo,20,1867036.16,811843.0,3333.43,0.9982145873382551
B10,2026-05-11,Centro,San Juan del Río,4,Abril,13,1214860.8,266797.88,0.0,1.0000000000000002
B10,2026-05-11,Centro,San Juan del Río,5,Mayo,3,190109.65000000002,0.0,0.0,1.0
B10,2026-05-11,Centro,San Juan del Río,11,Noviembre,17,1483153.64,1314236.71,174258.62,0.8861096211178769
B10,2026-05-11,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1685116.8199999998,216365.77999999997,0.8862394696016742
B10,2026-05-11,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,340016.7,34276.77,0.9165275785776629
B10,2026-05-11,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,701709.6,55211.04,0.9502216119858833
B10,2026-05-11,Centro,Tequisquiapan,3,Marzo,13,1562757.65,610056.0,0.0,1.0
B10,2026-05-11,Centro,Tequisquiapan,4,Abril,5,403786.24,80150.0,0.0,1.0
B10,2026-05-11,Centro,Tequisquiapan,5,Mayo,3,177244.99,0.0,0.0,1.0
B10,2026-05-11,Centro,Tequisquiapan,11,Noviembre,9,944922.5599999999,839107.0499999999,112190.57,0.8880167386415241
B10,2026-05-11,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1524013.3,273321.1,0.8479364397732999
B10,2026-05-11,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,1051489.49,87624.81,0.9286589711651825
B10,2026-05-11,Centro,Valle de Toluca,2,Febrero,29,2361501.89,1575409.1,104423.04,0.9557814328067297
B10,2026-05-11,Centro,Valle de Toluca,3,Marzo,30,2690220.36,1079551.0,71777.57999999999,0.973319070412507
B10,2026-05-11,Centro,Valle de Toluca,4,Abril,25,1670091.4899999998,356805.0,0.0,1.0
B10,2026-05-11,Centro,Valle de Toluca,5,Mayo,9,560201.06,3441.0,0.0,1.0
B10,2026-05-11,Centro,Valle de Toluca,11,Noviembre,22,1511522.4100000001,1295507.07,216057.02999999997,0.8570875704052578
B10,2026-05-11,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1951855.77,64789.64,0.9678934882643317
B10,2026-05-11,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,1560202.92,371480.4,0.8212731774568103
B10,2026-05-11,Centro,Zinacantepec,2,Febrero,24,1966248.45,1163072.0,184151.28,0.9063438397116091
B10,2026-05-11,Centro,Zinacantepec,3,Marzo,28,2531079.35,1076119.0,28060.76,0.9889135202339665
B10,2026-05-11,Centro,Zinacantepec,4,Abril,28,2362012.19,363506.0,11610.380000000001,0.995084538492581
B10,2026-05-11,Centro,Zinacantepec,5,Mayo,11,903580.9600000001,3691.0,0.0,1.0
B10,2026-05-11,Centro,Zinacantepec,11,Noviembre,19,1784246.6900000002,1590975.3599999999,196340.95,0.891679031221854
B10,2026-05-11,Centro,Zinacantepec,12,Diciembre,24,2321025.96,2125109.51,185638.64,0.9200535525246774
B10,2026-05-11,Suc. Digital,Salamanca,1,Enero,35,4483373.64,3580056.2199999997,192858.0,0.956983759221103
B10,2026-05-11,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,2898494.0,108619.31,0.9791888232288452
B10,2026-05-11,Suc. Digital,Salamanca,3,Marzo,39,5784739.500000001,2209175.4,0.0,0.9999999999999999
B10,2026-05-11,Suc. Digital,Salamanca,4,Abril,44,5704020.62,1042091.55,0.0,1.0
B10,2026-05-11,Suc. Digital,Salamanca,5,Mayo,13,2194552.66,31069.0,0.0,1.0
B10,2026-05-11,Suc. Digital,Salamanca,11,Noviembre,40,5559275.44,5242474.53,316868.93,0.9430139928450819
B10,2026-05-11,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,4553278.109999999,326439.69999999995,0.9340908669241302
B10,2026-05-11,Península Sur,Cancún,1,Enero,20,1766781.62,1488824.4399999997,162086.69,0.9082596410528652
B10,2026-05-11,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,1939654.75,136181.1,0.9560141678382739
B10,2026-05-11,Península Sur,Cancún,3,Marzo,35,2980895.85,1223670.0,167037.71000000002,0.9439639227918679
B10,2026-05-11,Península Sur,Cancún,4,Abril,32,2635561.16,460654.0,55270.31,0.9790290163480782
B10,2026-05-11,Península Sur,Cancún,5,Mayo,12,931424.42,31189.0,0.0,1.0
B10,2026-05-11,Península Sur,Cancún,11,Noviembre,28,2527666.6999999997,2364251.5,163523.59999999998,0.9353493876388055
B10,2026-05-11,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,3116044.2100000004,471320.25,0.868719567594112
B10,2026-05-11,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,1481684.68,171892.6,0.8984569325409679
B10,2026-05-11,Península Sur,Cozumel,2,Febrero,17,1547970.89,970281.0,127721.65000000001,0.9174909225844682
B10,2026-05-11,Península Sur,Cozumel,3,Marzo,19,1392582.3000000003,569779.0,5234.33,0.9962412778045504
B10,2026-05-11,Península Sur,Cozumel,4,Abril,22,2011101.9899999998,306601.0,0.0,1.0
B10,2026-05-11,Península Sur,Cozumel,5,Mayo,9,776975.14,3968.0,0.0,1.0
B10,2026-05-11,Península Sur,Cozumel,11,Noviembre,19,1764867.21,1746312.3299999998,18746.67,0.9894865291309933
B10,2026-05-11,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,1303524.83,39679.13,0.9704767535749086
B10,2026-05-11,Península Sur,Motul,1,Enero,15,1008371.5500000002,862793.2200000001,39917.57000000001,0.9604221578841647
B10,2026-05-11,Península Sur,Motul,2,Febrero,17,1284450.78,735691.56,71323.23000000001,0.9444718076312741
B10,2026-05-11,Península Sur,Motul,3,Marzo,23,1619630.7200000002,603927.0,4968.96,0.9969320413976835
B10,2026-05-11,Península Sur,Motul,4,Abril,32,2155495.46,323996.0,0.0,1.0
B10,2026-05-11,Península Sur,Motul,5,Mayo,5,436936.69999999995,0.0,0.0,1.0
B10,2026-05-11,Península Sur,Motul,11,Noviembre,22,1668203.8499999999,1373573.7999999998,294679.27,0.8233848639061706
B10,2026-05-11,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1528876.89,141792.28,0.9173269179584941
B10,2026-05-11,Península Sur,Mérida,1,Enero,8,542738.55,466405.43,28867.21,0.9468119410349606
B10,2026-05-11,Península Sur,Mérida,2,Febrero,14,980761.8100000002,673311.9299999999,17995.890000000003,0.9816511105790301
B10,2026-05-11,Península Sur,Mérida,3,Marzo,9,617624.55,208974.0,91155.71,0.8524091861309594
B10,2026-05-11,Península Sur,Mérida,4,Abril,11,815843.1499999999,143925.0,117140.67,0.856417658222662
B10,2026-05-11,Península Sur,Mérida,5,Mayo,4,235682.34999999998,3230.0,0.0,1.0
B10,2026-05-11,Península Sur,Mérida,11,Noviembre,4,328948.89999999997,269464.94,59484.96,0.819169603546326
B10,2026-05-11,Península Sur,Mérida,12,Diciembre,9,522140.15,471817.14999999997,50417.259999999995,0.9036216617320081
B10,2026-05-11,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,1619352.44,90056.51999999999,0.9490951978282899
B10,2026-05-11,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,805958.2500000001,149098.85,0.8849360760565592
B10,2026-05-11,Península Sur,Playa del Carmen,3,Marzo,19,1710203.3699999999,754450.4600000001,0.0,1.0000000000000002
B10,2026-05-11,Península Sur,Playa del Carmen,4,Abril,17,1419681.3800000001,266276.41000000003,2114.67,0.9985104615515912
B10,2026-05-11,Península Sur,Playa del Carmen,5,Mayo,3,449600.1,0.0,0.0,1.0
B10,2026-05-11,Península Sur,Playa del Carmen,11,Noviembre,10,851360.42,780933.01,77036.46,0.9172766218095973
B10,2026-05-11,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1689260.7199999997,33202.78,0.9807661497398532
B10,2026-05-11,Península Sur,Valladolid,1,Enero,17,968783.1399999999,835619.97,77360.8,0.9203072423411497
B10,2026-05-11,Península Sur,Valladolid,2,Febrero,23,1726380.99,1221054.12,27046.260000000002,0.9843335508461549
B10,2026-05-11,Península Sur,Valladolid,3,Marzo,20,1428383.8800000001,617179.0,5721.41,0.9959944871402496
B10,2026-05-11,Península Sur,Valladolid,4,Abril,15,901245.3300000002,164499.0,3940.67,0.9956275279673292
B10,2026-05-11,Península Sur,Valladolid,5,Mayo,6,328371.72000000003,0.0,0.0,1.0
B10,2026-05-11,Península Sur,Valladolid,11,Noviembre,10,831442.55,831556.06,0.0,1.0001365217596814
B10,2026-05-11,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1282459.8,60106.490000000005,0.9553514480151506
B11,2026-05-25,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,1428111.4300000002,299385.22,0.8281438126003603
B11,2026-05-25,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,1395264.83,355130.56000000006,0.8273494448552269
B11,2026-05-25,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,1080847.0,194576.7,0.9076067251592779
B11,2026-05-25,Bajío Occidente,Fresnillo,4,Abril,23,1929980.95,500450.0,455953.58,0.7637522898865919
B11,2026-05-25,Bajío Occidente,Fresnillo,5,Mayo,14,1136496.74,77998.0,5292.8,0.9953428814938792
B11,2026-05-25,Bajío Occidente,Fresnillo,11,Noviembre,6,608509.0700000001,461663.64,146880.27,0.7586799651153926
B11,2026-05-25,Bajío Occidente,Fresnillo,12,Diciembre,16,1870547.83,1340846.02,529746.87,0.7168199596371722
B11,2026-05-25,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1836384.7400000002,256964.66999999998,0.8773702703107389
B11,2026-05-25,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,1197159.85,557659.0800000001,0.7080945285859959
B11,2026-05-25,Bajío Occidente,Guadalajara,3,Marzo,23,3636815.86,1526248.0,1223009.4200000002,0.6637142305027233
B11,2026-05-25,Bajío Occidente,Guadalajara,4,Abril,19,1901217.7600000002,522386.0,61158.56,0.9678319015913253
B11,2026-05-25,Bajío Occidente,Guadalajara,5,Mayo,16,1471700.5,141286.0,0.0,1.0
B11,2026-05-25,Bajío Occidente,Guadalajara,11,Noviembre,8,521244.94,480100.86,41507.6,0.9210657469403923
B11,2026-05-25,Bajío Occidente,Guadalajara,12,Diciembre,20,2694253.3100000005,2502819.71,219013.97,0.9289474381308265
B11,2026-05-25,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,2559501.1,311054.0,0.8967362662899097
B11,2026-05-25,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,1288970.0,36197.759999999995,0.9785237336891385
B11,2026-05-25,Bajío Occidente,Irapuato,3,Marzo,30,2710213.5499999993,1376533.9300000002,240090.27999999997,0.9114127814762053
B11,2026-05-25,Bajío Occidente,Irapuato,4,Abril,27,2642932.2099999995,712654.16,0.0,1.0000000000000002
B11,2026-05-25,Bajío Occidente,Irapuato,5,Mayo,18,1398872.9100000001,103656.0,0.0,1.0
B11,2026-05-25,Bajío Occidente,Irapuato,11,Noviembre,7,747119.3400000001,596128.4199999999,151007.6,0.797902541245954
B11,2026-05-25,Bajío Occidente,Irapuato,12,Diciembre,32,2890920.15,2608034.33,283786.3,0.9021467888000989
B11,2026-05-25,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,858157.65,73640.04000000001,0.9224151478498752
B11,2026-05-25,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,1190136.69,95930.97,0.9449792711791274
B11,2026-05-25,Bajío Occidente,Morelia,3,Marzo,22,1900446.3199999998,824287.0,265723.27,0.8601784921765114
B11,2026-05-25,Bajío Occidente,Morelia,4,Abril,25,2253249.1999999997,607147.49,77540.16,0.9655874015177728
B11,2026-05-25,Bajío Occidente,Morelia,5,Mayo,16,1470051.8099999998,90621.0,0.0,1.0
B11,2026-05-25,Bajío Occidente,Morelia,11,Noviembre,12,1127428.97,945556.15,182062.66,0.8386835669124239
B11,2026-05-25,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1433639.56,51605.840000000004,0.9654764287953104
B11,2026-05-25,Centro,Pachuca,1,Enero,7,766533.86,652573.9199999999,51672.93,0.9326079607233526
B11,2026-05-25,Centro,Pachuca,2,Febrero,8,686602.35,507969.32,0.0,1.0
B11,2026-05-25,Centro,Pachuca,3,Marzo,12,913077.9600000002,545007.77,82832.6,0.9092820069821856
B11,2026-05-25,Centro,Pachuca,4,Abril,13,1027653.4900000001,332274.0,3687.6,0.996411630928242
B11,2026-05-25,Centro,Pachuca,5,Mayo,5,453572.57999999996,36134.0,0.0,1.0
B11,2026-05-25,Centro,Pachuca,11,Noviembre,2,172771.2,172771.84,0.0,1.0000037043210905
B11,2026-05-25,Centro,Pachuca,12,Diciembre,5,415770.56,346357.91000000003,69421.0,0.83305058924807
B11,2026-05-25,Centro,San Juan del Río,1,Enero,10,965642.3300000001,838011.45,41622.880000000005,0.9569617976461324
B11,2026-05-25,Centro,San Juan del Río,2,Febrero,13,1131927.79,759726.6799999999,229730.40000000002,0.7970450040810463
B11,2026-05-25,Centro,San Juan del Río,3,Marzo,20,1867036.16,1014544.0,68870.06,0.963112626592085
B11,2026-05-25,Centro,San Juan del Río,4,Abril,13,1214860.8,408237.88,0.0,1.0
B11,2026-05-25,Centro,San Juan del Río,5,Mayo,9,707631.69,36685.0,0.0,1.0
B11,2026-05-25,Centro,San Juan del Río,11,Noviembre,7,625173.3400000001,508462.91000000003,122000.70999999999,0.8133150879402502
B11,2026-05-25,Centro,San Juan del Río,12,Diciembre,18,1901423.8,1690279.8199999998,211202.77999999997,0.8889548032374476
B11,2026-05-25,Centro,Tequisquiapan,1,Enero,6,410363.43999999994,365914.95000000007,44748.05,0.8916850633672437
B11,2026-05-25,Centro,Tequisquiapan,2,Febrero,12,1109136.7600000002,829320.8400000001,67676.94,0.9389926991510045
B11,2026-05-25,Centro,Tequisquiapan,3,Marzo,13,1562757.65,765612.0,169176.12,0.8917451339943848
B11,2026-05-25,Centro,Tequisquiapan,4,Abril,5,403786.24,130621.0,0.0,1.0
B11,2026-05-25,Centro,Tequisquiapan,5,Mayo,9,608767.3400000001,26340.0,3840.16,0.9936919086362287
B11,2026-05-25,Centro,Tequisquiapan,11,Noviembre,3,257457.92,247510.2,16316.93,0.9613617635068286
B11,2026-05-25,Centro,Tequisquiapan,12,Diciembre,12,1797320.2100000002,1534823.3,262511.1,0.853950949563962
B11,2026-05-25,Centro,Valle de Toluca,1,Enero,21,1228071.5799999998,1096340.1,109448.00000000001,0.9108891682030458
B11,2026-05-25,Centro,Valle de Toluca,2,Febrero,29,2361501.89,1825842.39,150875.30000000002,0.9361107900701279
B11,2026-05-25,Centro,Valle de Toluca,3,Marzo,30,2690220.36,1372168.0,130226.16999999998,0.9515927498221745
B11,2026-05-25,Centro,Valle de Toluca,4,Abril,25,1670091.4899999998,561506.96,3690.6,0.9977901809439194
B11,2026-05-25,Centro,Valle de Toluca,5,Mayo,23,1400554.8600000003,94119.0,0.0,0.9999999999999999
B11,2026-05-25,Centro,Valle de Toluca,11,Noviembre,12,850446.7400000002,656088.53,194383.83000000002,0.7714633958147689
B11,2026-05-25,Centro,Valle de Toluca,12,Diciembre,24,2016601.82,1951855.77,64789.64,0.9678934882643317
B11,2026-05-25,Centro,Zinacantepec,1,Enero,24,2078357.8800000001,1654765.16,368684.81000000006,0.8226293394667908
B11,2026-05-25,Centro,Zinacantepec,2,Febrero,24,1966248.45,1341560.84,242226.27,0.8768079028873489
B11,2026-05-25,Centro,Zinacantepec,3,Marzo,28,2531079.35,1342620.0,31857.020000000004,0.9874136620805666
B11,2026-05-25,Centro,Zinacantepec,4,Abril,28,2362012.19,607343.0,139390.66,0.9409864772967155
B11,2026-05-25,Centro,Zinacantepec,5,Mayo,20,1542451.03,133645.0,3535.64,0.9977077781198669
B11,2026-05-25,Centro,Zinacantepec,11,Noviembre,8,625290.41,521232.76,104072.5,0.8335850856884244
B11,2026-05-25,Centro,Zinacantepec,12,Diciembre,24,2321025.96,2132790.24,188317.84,0.9188997782687447
B11,2026-05-25,Suc. Digital,Salamanca,1,Enero,34,4394027.51,3896702.55,197895.43999999997,0.9549629128289185
B11,2026-05-25,Suc. Digital,Salamanca,2,Febrero,40,5219277.66,3409075.0,162205.53,0.9689220117099498
B11,2026-05-25,Suc. Digital,Salamanca,3,Marzo,39,5784739.500000001,2773857.55,1821.72,0.9996850817569226
B11,2026-05-25,Suc. Digital,Salamanca,4,Abril,44,5704020.62,1567439.55,0.0,1.0
B11,2026-05-25,Suc. Digital,Salamanca,5,Mayo,34,4661941.2,405134.0,0.0,0.9999999999999998
B11,2026-05-25,Suc. Digital,Salamanca,11,Noviembre,19,2675287.37,2417675.1,257648.06,0.9037066922646145
B11,2026-05-25,Suc. Digital,Salamanca,12,Diciembre,43,4952196.68,4620485.92,325041.81,0.9343732123337234
B11,2026-05-25,Península Sur,Cancún,1,Enero,20,1766781.62,1588679.73,155777.08,0.9120503132696162
B11,2026-05-25,Península Sur,Cancún,2,Febrero,35,3096003.7199999997,2267866.57,289591.85000000003,0.9064633391331971
B11,2026-05-25,Península Sur,Cancún,3,Marzo,35,2980895.85,1518287.0,180825.41,0.9393385683032166
B11,2026-05-25,Península Sur,Cancún,4,Abril,32,2635561.16,775230.0,58350.64,0.9778602595585374
B11,2026-05-25,Península Sur,Cancún,5,Mayo,27,2381778.4299999997,159386.0,0.0,1.0000000000000002
B11,2026-05-25,Península Sur,Cancún,11,Noviembre,15,1296351.4000000001,1173604.3900000001,122773.20999999999,0.9053134744175074
B11,2026-05-25,Península Sur,Cancún,12,Diciembre,38,3586939.1300000004,3130541.2100000004,456823.25,0.8727611750690624
B11,2026-05-25,Península Sur,Cozumel,1,Enero,17,1692771.0999999999,1511457.5299999998,162503.66999999998,0.9040034178277264
B11,2026-05-25,Península Sur,Cozumel,2,Febrero,17,1547970.89,1132805.6400000001,149541.97,0.9033948435554885
B11,2026-05-25,Península Sur,Cozumel,3,Marzo,19,1392582.3000000003,713102.0,70390.91,0.9494529623132506
B11,2026-05-25,Península Sur,Cozumel,4,Abril,22,2011101.9899999998,543183.0,0.0,1.0
B11,2026-05-25,Península Sur,Cozumel,5,Mayo,14,1136755.62,113125.0,0.0,1.0
B11,2026-05-25,Península Sur,Cozumel,11,Noviembre,9,777510.35,764404.01,13271.64,0.9831431954571409
B11,2026-05-25,Península Sur,Cozumel,12,Diciembre,15,1343179.8599999999,1303524.83,39679.13,0.9704767535749086
B11,2026-05-25,Península Sur,Motul,1,Enero,15,1008371.5500000002,908008.8200000001,39917.57000000001,0.9604246371290424
B11,2026-05-25,Península Sur,Motul,2,Febrero,17,1284450.78,873145.24,94101.9,0.9267376364550147
B11,2026-05-25,Península Sur,Motul,3,Marzo,23,1619630.7200000002,775558.0,51870.009999999995,0.9679741750020646
B11,2026-05-25,Península Sur,Motul,4,Abril,32,2155495.46,566636.4,4052.9700000000003,0.9981197037640709
B11,2026-05-25,Península Sur,Motul,5,Mayo,12,797335.6599999999,52118.0,0.0,1.0
B11,2026-05-25,Península Sur,Motul,11,Noviembre,10,742432.18,621587.65,120879.62000000001,0.8372315569618762
B11,2026-05-25,Península Sur,Motul,12,Diciembre,25,1706841.2899999998,1556840.9999999998,147439.93000000002,0.9140256268349356
B11,2026-05-25,Península Sur,Mérida,1,Enero,8,542738.55,515946.10000000003,19072.79,0.9649159065631142
B11,2026-05-25,Península Sur,Mérida,2,Febrero,14,980761.8100000002,788821.9299999999,59175.770000000004,0.9396634642615211
B11,2026-05-25,Península Sur,Mérida,3,Marzo,9,617624.55,260884.0,187903.21000000002,0.6957646680333546
B11,2026-05-25,Península Sur,Mérida,4,Abril,11,815843.1499999999,223745.0,120443.12,0.8523697600451753
B11,2026-05-25,Península Sur,Mérida,5,Mayo,8,591715.31,53443.0,0.0,1.0
B11,2026-05-25,Península Sur,Mérida,12,Diciembre,9,522140.15,471817.14999999997,50417.259999999995,0.9036216617320081
B11,2026-05-25,Península Sur,Playa del Carmen,1,Enero,17,1768980.0599999998,1655130.95,104635.56,0.9408551219056704
B11,2026-05-25,Península Sur,Playa del Carmen,2,Febrero,17,1295791.46,944919.5100000001,180009.19,0.8610910200010117
B11,2026-05-25,Península Sur,Playa del Carmen,3,Marzo,19,1710203.3699999999,951194.48,4666.4,0.9972714356187945
B11,2026-05-25,Península Sur,Playa del Carmen,4,Abril,17,1419681.3800000001,434601.41000000003,38105.53,0.9731590971489672
B11,2026-05-25,Península Sur,Playa del Carmen,5,Mayo,8,782490.6599999999,67656.34,0.0,1.0000000000000002
B11,2026-05-25,Península Sur,Playa del Carmen,11,Noviembre,5,428407.99,396890.5,31528.05,0.9264311340225004
B11,2026-05-25,Península Sur,Playa del Carmen,12,Diciembre,18,1722388.8900000001,1689260.7199999997,33202.78,0.9807661497398532
B11,2026-05-25,Península Sur,Valladolid,1,Enero,17,968783.1399999999,886059.8099999999,77360.8,0.9203233450160992
B11,2026-05-25,Península Sur,Valladolid,2,Febrero,23,1726380.99,1464038.45,72740.84000000001,0.9578698790004632
B11,2026-05-25,Península Sur,Valladolid,3,Marzo,20,1428383.8800000001,767987.0,85747.45,0.9399689038775766
B11,2026-05-25,Península Sur,Valladolid,4,Abril,15,901245.3300000002,266352.0,47642.17,0.9471374015330539
B11,2026-05-25,Península Sur,Valladolid,5,Mayo,21,1386693.53,55552.0,969.07,0.9993011649805562
B11,2026-05-25,Península Sur,Valladolid,11,Noviembre,4,351573.86,351674.07999999996,0.0,1.0002850610110774
B11,2026-05-25,Península Sur,Valladolid,12,Diciembre,19,1342395.83,1287350.55,55225.44,0.9589947474732545
B12,2026-06-08,Bajío Occidente,Fresnillo,1,Enero,22,1741950.84,1432960.59,309010.44,0.8226182720518106
B12,2026-06-08,Bajío Occidente,Fresnillo,2,Febrero,26,2056929.2099999997,1551273.98,370451.01,0.8199012303393757
B12,2026-06-08,Bajío Occidente,Fresnillo,3,Marzo,18,2105961.72,1300806.0,223667.65999999997,0.8937931027540236
B12,2026-06-08,Bajío Occidente,Fresnillo,4,Abril,23,1929980.95,644571.0,567204.0199999999,0.7061090058945919
B12,2026-06-08,Bajío Occidente,Fresnillo,5,Mayo,18,1434535.3599999999,238702.0,5292.4,0.9963107218214545
B12,2026-06-08,Bajío Occidente,Fresnillo,6,Junio,2,198637.22999999998,0.0,0.0,1.0
B12,2026-06-08,Bajío Occidente,Fresnillo,12,Diciembre,11,1302634.5,772913.89,529746.87,0.5933467062326385
B12,2026-06-08,Bajío Occidente,Guadalajara,1,Enero,21,2093055.5799999998,1841974.4100000001,251375.0,0.8800408491780234
B12,2026-06-08,Bajío Occidente,Guadalajara,2,Febrero,19,1910408.3499999999,1260393.28,574152.3200000001,0.699461170173382
B12,2026-06-08,Bajío Occidente,Guadalajara,3,Marzo,23,3636815.86,1761122.0,1289256.57,0.6454985295846131
B12,2026-06-08,Bajío Occidente,Guadalajara,4,Abril,19,1901217.7600000002,732690.0,127261.72,0.9330630490218017
B12,2026-06-08,Bajío Occidente,Guadalajara,5,Mayo,20,1805360.8800000001,357462.0,0.0,1.0
B12,2026-06-08,Bajío Occidente,Guadalajara,12,Diciembre,16,2179284.3499999996,1986367.1199999999,219013.97,0.9114767974174642
B12,2026-06-08,Bajío Occidente,Irapuato,1,Enero,32,2938827.69,2609848.06,317804.61,0.8944392245058778
B12,2026-06-08,Bajío Occidente,Irapuato,2,Febrero,17,1685477.3299999998,1573022.04,58298.45,0.9662506940986268
B12,2026-06-08,Bajío Occidente,Irapuato,3,Marzo,30,2710213.5499999993,1660420.6,330211.3,0.8781604128575037
B12,2026-06-08,Bajío Occidente,Irapuato,4,Abril,27,2642932.2099999995,1002609.16,11045.619999999999,0.995820694924294
B12,2026-06-08,Bajío Occidente,Irapuato,5,Mayo,23,1716713.9500000002,299156.0,0.0,1.0
B12,2026-06-08,Bajío Occidente,Irapuato,6,Junio,5,664724.93,0.0,0.0,1.0
B12,2026-06-08,Bajío Occidente,Irapuato,12,Diciembre,27,2434021.35,2186520.4099999997,247918.03,0.898316035724173
B12,2026-06-08,Bajío Occidente,Morelia,1,Enero,12,949153.3200000001,878615.14,70538.53,0.925683049815387
B12,2026-06-08,Bajío Occidente,Morelia,2,Febrero,18,1743524.16,1328037.98,94886.9,0.9455838340662857
B12,2026-06-08,Bajío Occidente,Morelia,3,Marzo,22,1900446.3199999998,966634.0,327001.58999999997,0.8279343191340444
B12,2026-06-08,Bajío Occidente,Morelia,4,Abril,25,2253249.1999999997,809320.49,194182.78000000003,0.9138209923695969
B12,2026-06-08,Bajío Occidente,Morelia,5,Mayo,21,1827412.8699999999,267419.0,5909.6,0.9967661385683466
B12,2026-06-08,Bajío Occidente,Morelia,6,Junio,2,125161.07,0.0,0.0,1.0
B12,2026-06-08,Bajío Occidente,Morelia,12,Diciembre,13,1484903.74,1433639.56,51605.840000000004,0.9654764287953104
